Source,Destination,Anchor,Status Code
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[ii],404
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[iii],404
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[iv],404
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[v],404
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[vi],404
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[vii],404
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[viii],404
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[ix],404
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[x],404
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[i],404
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[ii],404
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[iii],404
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[iv],404
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[v],404
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[vi],404
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[vii],404
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[viii],404
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[ix],404
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[x],404
https://www.hhs.gov/surgeongeneral/reports-and-publications/health-misinformation/index.html,https://www.hhs.gov/surgeongeneral/priorities/downloads/health-misinformation-reasons-to-use.mp4,Download - MP4,404
https://www.hhs.gov/surgeongeneral/reports-and-publications/disease-prevention-wellness/index.html,https://www.cdc.gov/bloodpressure/images/SG-CTA-Effects-HBP-Body.jpg,Infographic on Health Problems Caused by Hypertension,404
https://www.hhs.gov/answers/if-my-employer-requires-proof-of-my-covid-19-vaccination-status/index.html,https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/returning-to-work.html,protect yourself and others in the workplace,404
https://www.hhs.gov/about/agencies/iea/tribal-affairs/consultation/index.html,https://www.whitehouse.gov/briefing-room/presidential-actions/2021/01/26/memorandum-on-tribal-consultation-and-strengthening-nation-to-nation-relationships/,President R. Biden’s January 2021 Executive Memorandum entitled “Tribal Consultation and Strengthening Nation-to-Nation Relationships”,404
https://www.hhs.gov/about/agencies/iea/tribal-affairs/consultation/index.html,https://www.whitehouse.gov/briefing-room/presidential-actions/2021/01/26/memorandum-on-tribal-consultation-and-strengthening-nation-to-nation-relationships/,Presidential Memorandum on Tribal Consultation and Strengthening Nation-to-Nation Relationships,404
https://www.hhs.gov/programs/topic-sites/sexually-transmitted-infections/plan-overview/toolkit/index.html,https://www.cdc.gov/std/stats/default.htm,STI Statistics,404
https://www.hhs.gov/programs/topic-sites/sexually-transmitted-infections/resources/index.html,https://www.cdc.gov/std/stats/default.htm,STI Statistics,404
https://www.hhs.gov/web/social-media/index.html,https://www.linkedin.com/in/hhscybersecurity/,LinkedIn,404
https://www.hhs.gov/ocr/lgbtqi/index.html,https://www.samhsa.gov/behavioral-health-equity/lgbtqi,mental health and behavioral health,404
https://www.hhs.gov/immunization/diseases/monkeypox/index.html,https://www.cdc.gov/vaccines/hcp/vis/vis-statements/smallpox-monkeypox.pdf,Read the VIS for the monkeypox vaccine,404
https://www.hhs.gov/guidance/document/public-notification-emerging-postmarket-medical-device-signals-emerging-signals-guidance,https://www.hhs.gov/guidance/sites/default/files/hhs-guidance-documents/FDA/Public-Notification-of-Emerging-Postmarket-Medical-Device-Signals-(/Emerging-Signals/)---Guidance-for-Industry-and-Food-and-Drug-Administration-Staff.pdf,Download the Guidance Document,404
https://www.hhs.gov/about/agencies/asfr/key-personnel/index.html,https://www.hhs.gov/asfr/of/hhschiefoff.html,HHS Chief Financial Officers and Services Contacts,404
https://www.hhs.gov/ohrp/sachrp-committee/recommendations/2010-november-23-letter-attachment-a/index.html,http://privacyruleandresearch.nih.gov/pdf/authorization.pdf,"“HIPAA Authorization for Research,” available at http://privacyruleandresearch.nih.gov/pdf/authorization.pdf",404
https://www.hhs.gov/privacy/privacy-impact-assessments/index.html,https://www.hhs.gov/sites/default/files/pia-cdc-bdsteps_chdkids.csv,Download,404
https://www.hhs.gov/guidance/document/coronavirus-covid-19-partner-toolkit,https://www.ruralhealthinfo.org/topics/covid-19?utm_source=racupdate&utm_medium=email&utm_campaign=update031820,Rural Health Insurance Hub – Rural Response to COVID-19,404
https://www.hhs.gov/about/agencies/asa/psc/federal-real-property-assistance-program/title-v-frpap/index.html,https://www.hudexchange.info/,HUD Exchange,404
https://www.hhs.gov/civil-rights/for-individuals/faqs/filing-a-complaint-how-do-i-file-a-civil-rights-complaint/202/index.html,https://www.hhs.gov/node/3083,Filing a Complaint,404
https://www.hhs.gov/civil-rights/for-individuals/faqs/how-do-i-file-a-civil-rights-complaint/201/index.html,https://www.hhs.gov/node/3083,Find out how to file a civil rights complaint.,404
https://www.hhs.gov/hipaa/for-individuals/faq/352/if-i-believe-that-my-privacy-rights-have-been-violated-when-can-i-submit-a-complaint/index.html,https://www.hhs.gov/node/3043,how to file a complaint.,404
https://www.hhs.gov/hipaa/for-professionals/special-topics/research/index.html,http://privacyruleandresearch.nih.gov/patients.asp,Information for Patients,404
https://www.hhs.gov/guidance/document/coronavirus-covid-19-partner-toolkit,https://www.cdc.gov/vaccines/covid-19/health-systems-communication-toolkit.html,CDC COVID-19 Vaccination Communication Toolkit,404
https://www.hhs.gov/guidance/document/federal-independent-dispute-resolution-idr-process-guidance-certified-idr-entities,https://www.hhs.gov/guidance/sites/default/files/hhs-guidance-documents/Federal-Independent-Dispute-Resolution-Process-Guidance-for-Certified-IDR-Entities.pdf,Download the Guidance Document,404
https://www.hhs.gov/hipaa/for-professionals/faq/327/am-i-permitted-to-disclose-information-regarding-an-injured-workers-previous-condition/index.html,https://www.hhs.gov/node/3021,45 CFR 164.508,404
https://www.hhs.gov/hipaa/for-professionals/faq/269/are-location-information-services-permitted-under-the-privacy-rule/index.html,https://www.hhs.gov/node/3021,45 CFR 164.501.,404
https://www.hhs.gov/hipaa/for-professionals/faq/269/are-location-information-services-permitted-under-the-privacy-rule/index.html,https://www.hhs.gov/node/3021,45 CFR 164.501.,404
https://www.hhs.gov/hipaa/for-professionals/faq/2075/may-a-hipaa-covered-entity-or-business-associate-use-cloud-service-to-store-or-process-ephi/index.html,https://www.hhs.gov/node/3008,OCR guidance on SR compliance,404
https://www.hhs.gov/hipaa/for-professionals/faq/2075/may-a-hipaa-covered-entity-or-business-associate-use-cloud-service-to-store-or-process-ephi/index.html,https://www.hhs.gov/node/3008,http://www.hhs.gov/ocr/privacy/hipaa/administrative/securityrule/securityruleguidance.html,404
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/facility-management-operations-maintenance/index.html,https://www.gsa.gov/policy-regulations/regulations/federal-management-regulation/federal-property-management-regulation-fpmr-related-files,Federal Property Management Regulations,404
https://www.hhs.gov/guidance/document/coronavirus-covid-19-partner-toolkit,https://www.cdc.gov/coronavirus/2019-nCoV/hcp/index.html,CDC COVID-19 Information for Healthcare Professionals,404
https://www.hhs.gov/about/agencies/ogc/ethics-questions-and-answers/index.html,https://osc.gov/Documents/Outreach%20and%20Training/Posters/The%20Hatch%20Act%20and%20Most%20Federal%20Employees%20Poster.pdf,here,404
https://www.hhs.gov/about/agencies/ogc/ethics-rules-applicable-employees-participating-opms-deferred-resignation-program/index.html,https://osc.gov/Documents/Outreach%20and%20Training/Posters/The%20Hatch%20Act%20and%20Most%20Federal%20Employees%20Poster.pdf,Hatch Act – most employees,404
https://www.hhs.gov/civil-rights/for-individuals/disability/guidance-on-nondiscrimination-in-telehealth/index.html,https://www.ada.gov/effective-comm.pdf,https://www.ada.gov/effective-comm.pdf,404
https://www.hhs.gov/civil-rights/for-individuals/disability/guidance-on-nondiscrimination-in-telehealth/index.html,https://www.ada.gov/effective-comm.pdf,https://www.ada.gov/effective-comm.pdf,404
https://www.hhs.gov/guidance/document/quality-safety-oversight-general-information-national-partnership-dementia-care-resources,https://www.geron.org/images/gsa/kaer/gsa-kaer-toolkit.pdf,KAER Toolkit: 4-Step Process to Detecting Cognitive Impairment and Earlier Diagnosis of Dementia,404
https://www.hhs.gov/surgeongeneral/reports-and-publications/index.html,https://www.cdc.gov/bloodpressure/CTA.htm,hypertension,404
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/facility-management-operations-maintenance/index.html,https://www.whitehouse.gov/wp-content/uploads/2019/11/Circular-A-45R.pdf,OMB Circular A-45,404
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/facility-management-operations-maintenance/index.html,https://www.whitehouse.gov/wp-content/uploads/2019/11/Circular-A-45R.pdf,OMB Circular A-45,404
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/facility-management-operations-maintenance/index.html,https://www.whitehouse.gov/wp-content/uploads/2019/11/Circular-A-45R.pdf,OMB circular A-45,404
https://www.hhs.gov/about/agencies/asl/testimony/2023/11/30/unmasking-challenges-cdc-faces-rebuilding-public-trust-amid-respiratory-illness-season.html,https://www.cdc.gov/coronavirus/2019-ncov/long-term-effects/index.html,post-COVID conditions,404
https://www.hhs.gov/guidance/document/national-and-regional-resources,https://www.uaa.alaska.edu/academics/college-of-health/nrc-alaska-native-elders/,National Resource Center for Alaska Native Elders,404
https://www.hhs.gov/guidance/document/2018-urr-template-v41,https://www.hhs.gov/sites/default/files/parity-action-plan.pdf,21st Century Cures Act: Section 13002 Action Plan for Enhanced Enforcement of Mental Health and Substance Use Disorder Coverage - Opens in a new window,404
https://www.hhs.gov/civil-rights/for-providers/civil-rights-covid19/index.html,https://www.cdc.gov/coronavirus/2019-ncov/downloads/stop-the-spread-of-germs-arabic.pdf,Arabic,404
https://www.hhs.gov/guidance/document/oodham-psas,https://www.cms.gov//youtu.be/YEaHOlSvAFk,Video on YouTube,404
https://www.hhs.gov/answers/programs-for-families-and-children/at-what-age-can-a-child-be-home-alone/index.html,https://www.childwelfare.gov/pubs/factsheets/homealone.pdf,Leaving Your Child Home Alone,404
https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/data/numbers-glance/archive/index.html,https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/data/numbers-glance/2017-december/index.html,"December 31, 2017",404
https://www.hhs.gov/guidance/document/provider-enrollment-and-certification-ordering-certifying,https://www.cms.gov/manage-your-enrollment,opting out of Medicare,404
https://www.hhs.gov/civil-rights/for-providers/civil-rights-covid19/index.html,https://www.cdc.gov/coronavirus/2019-ncov/downloads/stop-the-spread-of-germs-somali.pdf,Somali,404
https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/agreements/cottage/index.html,https://www.hhs.gov/sites/default/files/cottage-health-ra-cap.pdf,Read the Resolution Agreement,404
https://www.hhs.gov/programs/topic-sites/sexually-transmitted-infections/plan-overview/developing-the-plan/index.html,https://www.usuhs.edu/pmb/home,Department of Defense,404
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/facility-management-operations-maintenance/index.html,https://dcp.psc.gov/ccmis/PDF_docs/sgpac.pdf,liaison,404
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/facility-management-operations-maintenance/index.html,https://dcp.psc.gov/ccmis/PDF_docs/sgpac.pdf,liaison,404
https://www.hhs.gov/blog/2022/08/17/doing-homework-on-vaccines-this-back-to-school-season-here-are-10-ways-to-separate-fact-from-fiction-test.html,https://www.cdc.gov/vaccines/schedules/easy-to-read/child-easyread.html,routine vaccine schedule,404
https://www.hhs.gov/guidance/document/hospital-quality-initiative-hospital-value-based-purchasing,https://www.cms.gov/medicare/health-safety-standards/guidance-for-laws-regulations/hospitals/hospitals,CMS Certification Number (CCN),404
https://www.hhs.gov/answers/medicare-and-medicaid/index.html,https://www.medicare.gov/your-medicare-costs/medicare-costs-at-a-glance,View Medicare costs at a glance.,404
https://www.hhs.gov/answers/medicare-and-medicaid/how-much-are-medicare-premiums/index.html,https://www.medicare.gov/your-medicare-costs/medicare-costs-at-a-glance,"View a summary of Medicare premium, deductible, and coinsurance rates that are in effect in 2021.",404
https://www.hhs.gov/hipaa/for-professionals/faq/3012/can-a-covered-entity-refuse-to-disclose-ephi.html,https://www.hhs.gov/node/10311,in a separate FAQ,404
https://www.hhs.gov/guidance/document/mln-provider-association-partnerships,https://www.vascularmed.org/i4a/pages/index.cfm?pageid=1,Society for Vascular Medicine,404
https://www.hhs.gov/guidance/document/icd-10-general-equivalence-mapping,https://www.cms.gov/Outreach-and-Education/MLN/WBT/MLN4151758-ICD-10-PCS/ICD10PCS/index.html,Procedure Coding: Using the ICD-10-PCS,404
https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/index.html,https://www.cdc.gov/tobacco/data_statistics/sgr/50th-anniversary/pdfs/what-you-need-to-know.pdf,Fact Sheet (CDC),404
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2024-section-3/index.html,https://www.nimhd.nih.gov/programs/extramural,https://www.nimhd.nih.gov/programs/extramural,404
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2022-section-3/index.html,https://www.nimhd.nih.gov/programs/extramural,https://www.nimhd.nih.gov/programs/extramural,404
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2023-section-3/index.html,https://www.nimhd.nih.gov/programs/extramural,https://www.nimhd.nih.gov/programs/extramural,404
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2025-section-3/index.html,https://www.nimhd.nih.gov/programs/extramural,https://www.nimhd.nih.gov/programs/extramural,404
https://www.hhs.gov/guidance/document/open-payments-resources,https://www.cms.gov/priorities/key-initiatives/open-payments/events,Open Payments Events,404
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2021/alj-cr5895/index.html,https://med.ohio.gov/Apply/Physician/Training-Certificate-MD-DO-DPM,https://med.ohio.gov/Apply/Physician/Training-Certificate-MD-DO-DPM#Eligibility,404
https://www.hhs.gov/web/governance/digital-strategy/it-policy-archive/hhs-policy-preparing-and-responding-breach.html,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/circulars/A130/a130revised.pdf,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/circulars/A13…,404
https://www.hhs.gov/web/governance/digital-strategy/it-policy-archive/hhs-policy-preparing-and-responding-breach.html,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/circulars/A130/a130revised.pdf,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/circulars/A13…,404
https://www.hhs.gov/web/governance/digital-strategy/it-policy-archive/hhs-policy-preparing-and-responding-breach.html,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/circulars/A130/a130revised.pdf,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/circulars/A13…,404
https://www.hhs.gov/web/governance/digital-strategy/it-policy-archive/hhs-policy-preparing-and-responding-breach.html,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/circulars/A130/a130revised.pdf,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/circulars/A13…,404
https://www.hhs.gov/web/governance/digital-strategy/it-policy-archive/hhs-policy-preparing-and-responding-breach.html,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/circulars/A130/a130revised.pdf,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/circulars/A13…,404
https://www.hhs.gov/programs/health-insurance/mental-health-substance-use-insurance-help/index.html,https://www.mid.ms.gov/consumers/request-assistance.aspx,Mississippi Insurance Department,404
https://www.hhs.gov/guidance/document/cognitive-assessment-care-plan-services-0,https://www.cdc.gov/ncbddd/disabilityandhealth/disability.html,Functional limitations,404
https://www.hhs.gov/about/agencies/ogc/ethics-rules-applicable-employees-participating-opms-deferred-resignation-program/index.html,https://osc.gov/Documents/Outreach%20and%20Training/Posters/The%20Hatch%20Act%20and%20Further%20Restricted%20Employees%20Poster.pdf,Hatch Act – further restricted,404
https://www.hhs.gov/guidance/document/coronavirus-covid-19-partner-toolkit,https://www.ruralhealthinfo.org/topics/covid-19/events,Rural Response to COVID-19 Webinars and Teleconferences,404
https://www.hhs.gov/programs/prevention-and-wellness/mental-health-substance-use-disorder/national-strategy-suicide-prevention/index.html,https://www.samhsa.gov/sites/default/files/nssp-toolkit-2024.pdf,Download the Toolkit,404
https://www.hhs.gov/about/agencies/asl/testimony/2024/06/13/checking-in-on-cmmi-assessing-the-transition-to-value-based-care.html,https://www.cms.gov/priorities/innovation/data-andreports/2022/cmmi-strategy-refresh-imp-report,https://www.cms.gov/priorities/innovation/data-andreports/2022/cmmi-strategy-refresh-imp-report,404
https://www.hhs.gov/civil-rights/for-providers/civil-rights-covid19/index.html,https://www.cdc.gov/coronavirus/2019-ncov/downloads/stop-the-spread-of-germs-swahili.pdf,Swahili,404
https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/index.html,https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/preventing-youth-tobacco-use/hoja-informativa.html,Spanish Fact Sheet,404
https://www.hhs.gov/guidance/document/go-info-information-bulletins,https://www.cms.gov/files/document/enforcement-statistics-reports.pdf,Enforcement Statistics Reports (PDF),404
https://www.hhs.gov/surgeongeneral/reports-and-publications/prevention-preterm-birth/index.html,https://videocast.nih.gov/Summary.asp?File=14570&bhsw=1920&bhqs=1,Conference Video (Day 2),404
https://www.hhs.gov/programs/health-insurance/medicaid-chip-renewal-transition-resources-partners/index.html,https://www.cms.gov/files/document/agent-and-broker-toolkit-transitions-coverage.pdf,English,404
https://www.hhs.gov/about/agencies/dab/different-appeals-at-dab/appeals-to-board/practice-manual/index.html,https://www.hhs.gov/dab/divisions/appellate/guidelines/fdacases.html,https://www.hhs.gov/dab/divisions/appellate/guidelines/fdacases.html,404
https://www.hhs.gov/guidance/document/coronavirus-covid-19-partner-toolkit,https://www.cdc.gov/vaccines/covid-19/planning/dialysis-partners-jurisdictions.html,COVID-19 Vaccines for Patients in Dialysis Clinics,404
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2016-may-18-19/index.html,https://videocast.nih.gov/Summary.asp?Live=19190&bhcp=1,"May 19, 2016",404
https://www.hhs.gov/grants-contracts/contracts/contract-policies-regulations/index.html,https://www.hrsa.gov/about/budget/fy16sponsoredconferencereport.pdf,Health Resources and Services Administration,404
https://www.hhs.gov/grants-contracts/contracts/contract-policies-regulations/index.html,https://www.hhs.gov/sites/default/files/grants/grants/policies-regulations/fy2012-hhs-conference-spending-full.pdf,Conference Spending,404
https://www.hhs.gov/civil-rights/for-providers/civil-rights-covid19/index.html,https://www.cdc.gov/coronavirus/2019-ncov/downloads/stop-the-spread-of-germs-haitian-creole.pdf,Haitian Creole,404
https://www.hhs.gov/guidance/document/faqs-application-oigs-administrative-enforcement-authorities-arrangements-directly-0,https://www.hhs.gov/fraud/docs/advisoryopinions/2019/AdvOpn19-02.pdf,OIG Advisory Opinion 19-02,404
https://www.hhs.gov/guidance/document/ltss-webinars,https://kauffmaninc.zoom.us/webinar/register/WN_r5B834B1ReCBfeU1rTE5Hw,Register,404
https://www.hhs.gov/programs/topic-sites/sexually-transmitted-infections/resources/index.html,https://www.cdc.gov/std/gisp/default.htm,Gonococcal Isolate Surveillance Project (GISP),404
https://www.hhs.gov/guidance/document/coronavirus-covid-19-partner-toolkit,https://www.cdc.gov/coronavirus/2019-ncov/hcp/direct-service-providers.html,Guidance for Direct Service Providers for People with Disabilities,404
https://www.hhs.gov/ohrp/register-irbs-and-obtain-fwas/forms/individual-investigator-agreement/index.html,https://www.hhs.gov/ohrp/regulations-and-policy/belmont-report/read-the-belmont-report/index.html)or,https://www.hhs.gov/ohrp/regulations-and-policy/belmont-report/read-the-belmont-report/index.html)or,404
https://www.hhs.gov/guidance/document/quality-safety-oversight-general-information-national-partnership-dementia-care-resources,https://www.alz.org/national/documents/statements_antipsychotics.pdf,Managing Challenging Behaviors,404
https://www.hhs.gov/immunization/who-and-when/pregnant/index.html,https://www.cdc.gov/hepatitis/hbv/bfaq.htm,Learn more about pregnancy and hepatitis B,404
https://www.hhs.gov/immunization/diseases/hepatitis-b/index.html,https://www.cdc.gov/hepatitis/hbv/bfaq.htm,Learn more about hepatitis B,404
https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/agreements/index.html,https://www.hhs.gov/about/news/2017/01/18/hipaa-settlement-demonstrates-importance-implementing-safeguards-ephi.html,HIPAA settlement demonstrates importance of implementing safeguards for ePHI,404
https://www.hhs.gov/about/agencies/dab/decisions/board-decisions/2020/board-dab-2990/index.html,https://www.ssa.gov/OP_Home/ssact/ssact-toc.html,https://www.ssa.gov/OP_Home/ssact/ssact-toc.html,404
https://www.hhs.gov/civil-rights/for-providers/civil-rights-covid19/index.html,https://www.cdc.gov/coronavirus/2019-ncov/downloads/sick-with-2019-nCoV-fact-sheet-amharic.pdf,Amharic,404
https://www.hhs.gov/ohrp/sachrp-committee/recommendations/irb-considerations-use-artificial-intelligence-human-subjects-research/index.html,https://www.whitehouse.gov/ostp/ai-bill-of-rights/,https://www.whitehouse.gov/ostp/ai-bill-of-rights/,404
https://www.hhs.gov/surgeongeneral/reports-and-publications/addiction-and-substance-misuse/index.html,https://www.cdc.gov/ncbddd/fasd/documents/sg-advisory.pdf,Advisory,404
https://www.hhs.gov/surgeongeneral/reports-and-publications/physical-activity-nutrition/index.html,https://www.cdc.gov/physicalactivity/walking/index.htm,Resource,404
https://www.hhs.gov/privacy/privacy-impact-assessments/index.html,https://www.hhs.gov/pia-os-asfr-present-responsibility-integrity-management-system.csv,Download,404
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2015-december-3-4/index.html,https://videocast.nih.gov/Summary.asp?Live=17704&bhcp=1,"December 3, 2015",404
https://www.hhs.gov/grants-contracts/contracts/contract-policies-regulations/index.html,https://www.ihs.gov/dap/includes/themes/newihstheme/display_objects/documents/FY2015IHSheldConferences.xlsx,Indian Health Services,404
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2014/april-23-2014-university-of-maryland-baltimore/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2014/april-23-2014-university-of-maryland-baltimore/regulations-and-policy/guidance/guidance-on-irb-approval-of-research-with-conditions-2010/index.html,http://www.hhs.gov/ohrp/regulations-and-policy/guidance/guidance-on-irb-approval-of-research-with-conditions-2010/index.html,404
https://www.hhs.gov/programs/health-insurance/medicaid-chip-renewal-transition-resources-partners/index.html,https://www.cdc.gov/nchs/data-linkage/medicaid.htm,NCHS Data Linkage - Medicaid Enrollment and Claims Data (cdc.gov),404
https://www.hhs.gov/guidance/document/qualified-entity-program,https://purplelab.com/purplelab-qe-reports/,"PurpleLab, Inc",404
